city,population,lat,lon,bundesland
Unkel,5041,50.600833333,7.215,Rheinland-Pfalz
Hornbach,1419,49.188055555,7.369166666,Rheinland-Pfalz
Emmelshausen,4951,50.155833333,7.555833333,Rheinland-Pfalz
Daaden,4223,50.739722222,7.968333333,Rheinland-Pfalz
Kuhardt,1896,49.146388888,8.3125,Rheinland-Pfalz
Katzenelnbogen,2315,50.268055555,7.9775,Rheinland-Pfalz
Wörrstadt,8553,49.843055555,8.115555555,Rheinland-Pfalz
Wiltingen,1401,49.658888888,6.59,Rheinland-Pfalz
Kaub,786,50.088055555,7.7625,Rheinland-Pfalz
Manderscheid,1462,50.091944444,6.809166666,Rheinland-Pfalz
Linz am Rhein,6417,50.570277777,7.284722222,Rheinland-Pfalz
Waldleiningen,399,49.397777777,7.886666666,Rheinland-Pfalz
Niederstaufenbach,264,49.528333333,7.518055555,Rheinland-Pfalz
Dernbach,440,49.248611111,8.006944444,Rheinland-Pfalz
Altweidelbach,286,49.995277777,7.566388888,Rheinland-Pfalz
Budenbach,204,50.036944444,7.5675,Rheinland-Pfalz
Bobenthal,266,49.061944444,7.857222222,Rheinland-Pfalz
Langenbach,459,49.495277777,7.329444444,Rheinland-Pfalz
Dümpelfeld,555,50.4425,6.933055555,Rheinland-Pfalz
Ralingen,2091,49.808333333,6.515555555,Rheinland-Pfalz
Gusenburg,1114,49.635555555,6.900833333,Rheinland-Pfalz
Schmidthachenbach,367,49.731111111,7.470555555,Rheinland-Pfalz
Seffern,308,50.064722222,6.504166666,Rheinland-Pfalz
Bockenau,1188,49.836666666,7.679444444,Rheinland-Pfalz
Waldrohrbach,440,49.171111111,7.968611111,Rheinland-Pfalz
Ailertchen,642,50.598611111,7.941944444,Rheinland-Pfalz
Rinnthal,694,49.219166666,7.925,Rheinland-Pfalz
Winnweiler,4944,49.569166666,7.853888888,Rheinland-Pfalz
Altrich,1688,49.958055555,6.911388888,Rheinland-Pfalz
Ammeldingen an der Our,21,49.889166666,6.255,Rheinland-Pfalz
Nieder Kostenz,203,49.945277777,7.366944444,Rheinland-Pfalz
Lautert,247,50.168888888,7.840833333,Rheinland-Pfalz
Altenglan,2727,49.550277777,7.460833333,Rheinland-Pfalz
Ammeldingen bei Neuerburg,244,50.048333333,6.275,Rheinland-Pfalz
Altscheid,92,50.019444444,6.3925,Rheinland-Pfalz
Henau,155,49.869166666,7.499722222,Rheinland-Pfalz
Rettert,469,50.231944444,7.940277777,Rheinland-Pfalz
Eulgem,188,50.24,7.175833333,Rheinland-Pfalz
Alterkülz,383,50.032222222,7.465833333,Rheinland-Pfalz
Adenau,2916,50.3825,6.932777777,Rheinland-Pfalz
Berschweiler bei Kirn,263,49.770555555,7.391111111,Rheinland-Pfalz
Herchweiler,483,49.516388888,7.292777777,Rheinland-Pfalz
Belgweiler,193,49.944722222,7.486388888,Rheinland-Pfalz
Ensdorf,6652,49.3,6.766666666,Rheinland-Pfalz
Schweich,8013,49.82,6.752222222,Rheinland-Pfalz
Althornbach,680,49.196944444,7.383333333,Rheinland-Pfalz
Zettingen,272,50.230555555,7.199722222,Rheinland-Pfalz
Nußbach,548,49.628888888,7.695555555,Rheinland-Pfalz
Wintrich,916,49.884722222,6.953333333,Rheinland-Pfalz
Wendelsheim,1455,49.766666666,8.0,Rheinland-Pfalz
Zemmer,3107,49.893888888,6.698611111,Rheinland-Pfalz
Kellenbach,235,49.8475,7.495,Rheinland-Pfalz
Ziegenhain,164,50.676111111,7.525555555,Rheinland-Pfalz
Molzhain,547,50.749722222,7.855,Rheinland-Pfalz
Oberwambach,438,50.658611111,7.656944444,Rheinland-Pfalz
Niederbrombach,495,49.688611111,7.248888888,Rheinland-Pfalz
Enspel,297,50.618055555,7.886388888,Rheinland-Pfalz
Hochscheid,266,49.876944444,7.220277777,Rheinland-Pfalz
Zehnhausen bei Wallmerod,189,50.476111111,7.923611111,Rheinland-Pfalz
Breunigweiler,452,49.567522,7.959157,Rheinland-Pfalz
Krümmel,304,50.537222222,7.724722222,Rheinland-Pfalz
Wüschheim,312,50.013055555,7.423333333,Rheinland-Pfalz
Fensdorf,381,50.741944444,7.7775,Rheinland-Pfalz
Mützenich,120,50.253055555,6.260277777,Rheinland-Pfalz
Schauren,430,50.023888888,7.27,Rheinland-Pfalz
Altenbamberg,784,49.786666666,7.831944444,Rheinland-Pfalz
Salmtal,2511,49.927777777,6.848333333,Rheinland-Pfalz
Zerf,1597,49.601111111,6.688333333,Rheinland-Pfalz
Gusterath,1974,49.700833333,6.717222222,Rheinland-Pfalz
Dambach,147,49.627222222,7.1325,Rheinland-Pfalz
Hoppstädten-Weiersbach,3693,49.619166666,7.197222222,Rheinland-Pfalz
Schönau,409,49.060555555,7.748055555,Rheinland-Pfalz
Philippsheim,93,49.955277777,6.627222222,Rheinland-Pfalz
Armsheim,2453,49.807777777,8.058055555,Rheinland-Pfalz
Büchenbeuren,1824,49.921388888,7.279722222,Rheinland-Pfalz
Fischbach bei Dahn,1490,49.0875,7.710555555,Rheinland-Pfalz
Standenbühl,179,49.596318,7.980096,Rheinland-Pfalz
Sonnenberg-Winnenberg,423,49.673055555,7.280277777,Rheinland-Pfalz
Löllbach,199,49.688611111,7.592777777,Rheinland-Pfalz
Affler,26,50.014166666,6.153333333,Rheinland-Pfalz
Piesport,2048,49.883055555,6.916666666,Rheinland-Pfalz
Otzweiler,196,49.712777777,7.509166666,Rheinland-Pfalz
Kirschweiler,1050,49.756111111,7.242222222,Rheinland-Pfalz
Zellertal,1145,49.649166666,8.139444444,Rheinland-Pfalz
Rayerschied,109,50.018611111,7.586388888,Rheinland-Pfalz
Büchel,1227,50.174166666,7.083611111,Rheinland-Pfalz
Kaifenheim,801,50.245555555,7.226666666,Rheinland-Pfalz
Pölich,469,49.797222222,6.849444444,Rheinland-Pfalz
Frankenstein,909,49.439467,7.954603,Rheinland-Pfalz
Kettenheim,321,49.721666666,8.113333333,Rheinland-Pfalz
Altstrimmig,342,50.093333333,7.292222222,Rheinland-Pfalz
Neitersen,1086,50.668611111,7.583888888,Rheinland-Pfalz
Mähren,217,50.523888888,7.921111111,Rheinland-Pfalz
Heilberscheid,649,50.412222222,7.892777777,Rheinland-Pfalz
Herforst,1297,49.945,6.697222222,Rheinland-Pfalz
Freirachdorf,726,50.583888888,7.715,Rheinland-Pfalz
Altlay,447,49.987777777,7.270833333,Rheinland-Pfalz
Heistenbach,1024,50.379722222,7.985555555,Rheinland-Pfalz
Kelberg,2094,50.287777777,6.920555555,Rheinland-Pfalz
Ruppertshofen,343,50.202777777,7.807777777,Rheinland-Pfalz
Landscheid,2218,49.987222222,6.7725,Rheinland-Pfalz
Hintertiefenbach,320,49.740555555,7.355555555,Rheinland-Pfalz
Aach,1104,49.791111111,6.59,Rheinland-Pfalz
Ferschweiler,1021,49.863055555,6.404166666,Rheinland-Pfalz
Gilzem,424,49.868611111,6.519444444,Rheinland-Pfalz
Rittersdorf,1422,49.997777777,6.495833333,Rheinland-Pfalz
Freilingen,707,50.560833333,7.836944444,Rheinland-Pfalz
Utzerath,186,50.223888888,6.9375,Rheinland-Pfalz
Ürzig,924,49.982222222,7.005277777,Rheinland-Pfalz
Queidersbach,2838,49.374444444,7.635277777,Rheinland-Pfalz
Altendiez,2147,50.371388888,7.985,Rheinland-Pfalz
Hochstadt,2708,49.240277777,8.215833333,Rheinland-Pfalz
Vollmersbach,453,49.743611111,7.307222222,Rheinland-Pfalz
Hasborn,620,50.0525,6.91,Rheinland-Pfalz
Lautzenhausen,858,49.938055555,7.273055555,Rheinland-Pfalz
Kruchten,395,49.899166666,6.314722222,Rheinland-Pfalz
Lutzerath,1469,50.128055555,7.004166666,Rheinland-Pfalz
Böhl-Iggelheim,10586,49.371388888,8.308611111,Rheinland-Pfalz
Raumbach,416,49.722222222,7.653333333,Rheinland-Pfalz
Bärweiler,212,49.7425,7.601111111,Rheinland-Pfalz
Achtelsbach,372,49.625555555,7.090833333,Rheinland-Pfalz
Leimen,963,49.276111111,7.77,Rheinland-Pfalz
Keppeshausen,17,49.972654,6.174516,Rheinland-Pfalz
Holzhausen an der Haide,1222,50.220833333,7.911111111,Rheinland-Pfalz
Merzalben,1188,49.244444444,7.730555555,Rheinland-Pfalz
Rehborn,676,49.733888888,7.687777777,Rheinland-Pfalz
Altenahr,1490,50.5175,6.988611111,Rheinland-Pfalz
Laudert,449,50.078888888,7.605555555,Rheinland-Pfalz
Rutsweiler an der Lauter,380,49.566944444,7.620833333,Rheinland-Pfalz
Aremberg,208,50.416388888,6.809166666,Rheinland-Pfalz
Welschbillig,2654,49.855833333,6.5675,Rheinland-Pfalz
Abentheuer,421,49.649722222,7.103888888,Rheinland-Pfalz
Schopp,1474,49.3525,7.689444444,Rheinland-Pfalz
Leiningen,712,50.133333333,7.570277777,Rheinland-Pfalz
Bleialf,1285,50.239444444,6.286388888,Rheinland-Pfalz
Knittelsheim,1026,49.191666666,8.251388888,Rheinland-Pfalz
Schönborn,277,49.958333333,7.474722222,Rheinland-Pfalz
Irsch,1606,49.605,6.594444444,Rheinland-Pfalz
Hütten,56,50.013888888,6.253333333,Rheinland-Pfalz
Urmersbach,456,50.2575,7.131944444,Rheinland-Pfalz
Wallenborn,426,50.156111111,6.722222222,Rheinland-Pfalz
Zweifelscheid,59,50.040277777,6.256944444,Rheinland-Pfalz
Bogel,819,50.190555555,7.799722222,Rheinland-Pfalz
Bermersheim vor der Höhe,391,49.779166666,8.098055555,Rheinland-Pfalz
Mandern,843,49.606111111,6.77,Rheinland-Pfalz
Üxheim,1365,50.341944444,6.758611111,Rheinland-Pfalz
Cronenberg,150,49.651944444,7.624722222,Rheinland-Pfalz
Berzhahn,496,50.54,8.006666666,Rheinland-Pfalz
Detzem,618,49.823055555,6.845,Rheinland-Pfalz
Altdorf,921,49.287222222,8.219166666,Rheinland-Pfalz
Brecht,198,49.981388888,6.436388888,Rheinland-Pfalz
Idenheim,452,49.898611111,6.570277777,Rheinland-Pfalz
Ölsen,74,50.738611111,7.604444444,Rheinland-Pfalz
Hauenstein,3969,49.19205,7.854369444,Rheinland-Pfalz
Riol,1313,49.793333333,6.791388888,Rheinland-Pfalz
Hundsangen,1974,50.455277777,7.9875,Rheinland-Pfalz
Braunweiler,622,49.866666666,7.745,Rheinland-Pfalz
Rehlingen-Siersburg,14305,49.368611111,6.678611111,Rheinland-Pfalz
Dessighofen,176,50.258055555,7.771944444,Rheinland-Pfalz
Acht (Eifel),77,50.370277777,7.0725,Rheinland-Pfalz
Gamlen,532,50.239722222,7.201111111,Rheinland-Pfalz
Berscheid,62,49.983611111,6.231388888,Rheinland-Pfalz
Simmertal,1882,49.810555555,7.520833333,Rheinland-Pfalz
Briedern,356,50.109166666,7.210555555,Rheinland-Pfalz
Prümzurlay,568,49.868888888,6.438333333,Rheinland-Pfalz
Kirsbach,80,50.325833333,6.993055555,Rheinland-Pfalz
Oberirsen,617,50.723611111,7.587777777,Rheinland-Pfalz
Windesheim,1823,49.905833333,7.815277777,Rheinland-Pfalz
Oberweiler im Tal,160,49.580555555,7.549722222,Rheinland-Pfalz
Gebroth,146,49.879166666,7.66,Rheinland-Pfalz
Rivenich,748,49.8775,6.846111111,Rheinland-Pfalz
Üdersdorf,1105,50.153055555,6.803333333,Rheinland-Pfalz
Volxheim,1115,49.818055555,7.927222222,Rheinland-Pfalz
Übereisenbach,53,50.001666666,6.148333333,Rheinland-Pfalz
Utscheid,438,49.995277777,6.354166666,Rheinland-Pfalz
Berkoth,92,50.043888888,6.340555555,Rheinland-Pfalz
Eppenberg,243,50.248611111,7.0725,Rheinland-Pfalz
Frohnhofen,466,49.453611111,7.300277777,Rheinland-Pfalz
Abtweiler,189,49.745277777,7.658055555,Rheinland-Pfalz
Oberöfflingen,273,50.068055555,6.870277777,Rheinland-Pfalz
Riesweiler,783,49.959722222,7.5575,Rheinland-Pfalz
Dickesbach,415,49.72,7.424444444,Rheinland-Pfalz
Bellheim,8911,49.198055555,8.279166666,Rheinland-Pfalz
Wasserliesch,2277,49.711111111,6.536666666,Rheinland-Pfalz
Elsoff,984,50.575833333,8.116111111,Rheinland-Pfalz
Rott,396,50.636388888,7.514166666,Rheinland-Pfalz
Dierfeld,16,50.084444444,6.89,Rheinland-Pfalz
Irrel,1737,49.847222222,6.456111111,Rheinland-Pfalz
Udler,288,50.138888888,6.875833333,Rheinland-Pfalz
Gräfendhron,93,49.793333333,6.993333333,Rheinland-Pfalz
Deuselbach,263,49.752222222,7.050555555,Rheinland-Pfalz
Veldenz,967,49.890555555,7.025833333,Rheinland-Pfalz
Kirf,832,49.551111111,6.479166666,Rheinland-Pfalz
Bausendorf,1441,50.015555555,6.997777777,Rheinland-Pfalz
Dienstweiler,341,49.638888888,7.184722222,Rheinland-Pfalz
Diethardt,220,50.163888888,7.874722222,Rheinland-Pfalz
Gutweiler,764,49.72,6.726666666,Rheinland-Pfalz
Diefenbach,91,50.032222222,6.945277777,Rheinland-Pfalz
Rorodt,56,49.769722222,7.051111111,Rheinland-Pfalz
Volkerzen,82,50.723611111,7.682777777,Rheinland-Pfalz
Büdlich,208,49.781388888,6.903611111,Rheinland-Pfalz
Hockweiler,297,49.702222222,6.693333333,Rheinland-Pfalz
Korlingen,810,49.727222222,6.724444444,Rheinland-Pfalz
Bettenfeld,669,50.085277777,6.759722222,Rheinland-Pfalz
Jeckenbach,207,49.710277777,7.607777777,Rheinland-Pfalz
Berglicht,472,49.788333333,6.966388888,Rheinland-Pfalz
Heddert,273,49.642777777,6.763888888,Rheinland-Pfalz
Orbis,698,49.694444444,7.993888888,Rheinland-Pfalz
Walhausen,227,50.027222222,7.284166666,Rheinland-Pfalz
Illerich,809,50.2,7.179722222,Rheinland-Pfalz
Kanzem,640,49.666666666,6.575555555,Rheinland-Pfalz
Rhaunen,2183,49.864722222,7.343055555,Rheinland-Pfalz
Niederschlettenbach,287,49.085833333,7.845,Rheinland-Pfalz
Isselbach,376,50.389722222,7.891666666,Rheinland-Pfalz
Grünebach,501,50.7775,7.905833333,Rheinland-Pfalz
Endlichhofen,156,50.202222222,7.818055555,Rheinland-Pfalz
Waldweiler,828,49.612777777,6.799166666,Rheinland-Pfalz
Kottenheim,2523,50.350277777,7.256388888,Rheinland-Pfalz
Waldrach,2114,49.745555555,6.744722222,Rheinland-Pfalz
Kinderbeuern,1018,50.009444444,7.023333333,Rheinland-Pfalz
Imsbach,893,49.583055555,7.8825,Rheinland-Pfalz
Kesten,330,49.903611111,6.957777777,Rheinland-Pfalz
Irmenach,645,49.924166666,7.187222222,Rheinland-Pfalz
Binsfeld,1363,49.965555555,6.708055555,Rheinland-Pfalz
Malborn,1355,49.716111111,6.987777777,Rheinland-Pfalz
Alf,826,50.056388888,7.124722222,Rheinland-Pfalz
Immerath,236,50.130277777,6.959444444,Rheinland-Pfalz
Wachenheim,732,49.636666666,8.166666666,Rheinland-Pfalz
Freudenburg,1810,49.543333333,6.533611111,Rheinland-Pfalz
Hontheim,858,50.068611111,6.991944444,Rheinland-Pfalz
Eppelsheim,1213,49.7,8.15,Rheinland-Pfalz
Baldringen,261,49.613333333,6.684444444,Rheinland-Pfalz
Wiersdorf,265,50.0075,6.451944444,Rheinland-Pfalz
Lösnich,489,49.973888888,7.043611111,Rheinland-Pfalz
Klüsserath,1140,49.844166666,6.853888888,Rheinland-Pfalz
Vierherrenborn,183,49.609166666,6.662777777,Rheinland-Pfalz
Longuich,1350,49.808055555,6.77,Rheinland-Pfalz
Balduinstein,547,50.344444444,7.970833333,Rheinland-Pfalz
Dausenau,1256,50.335277777,7.763888888,Rheinland-Pfalz
Damflos,677,49.668333333,6.983611111,Rheinland-Pfalz
Flammersfeld,1481,50.647777777,7.526388888,Rheinland-Pfalz
Willwerscheid,58,50.036111111,6.93,Rheinland-Pfalz
Veitsrodt,699,49.756388888,7.301944444,Rheinland-Pfalz
Bickendorf,571,50.034444444,6.5,Rheinland-Pfalz
Bonerath,226,49.690277777,6.758055555,Rheinland-Pfalz
Vendersheim,552,49.867777777,8.069444444,Rheinland-Pfalz
Cramberg,467,50.341111111,7.944444444,Rheinland-Pfalz
Bechtheim,1821,49.727777777,8.292222222,Rheinland-Pfalz
Eulenbis,502,49.5075,7.635555555,Rheinland-Pfalz
Enkirch,1432,49.983055555,7.126666666,Rheinland-Pfalz
Masthorn,56,50.154722222,6.303055555,Rheinland-Pfalz
Hahnstätten,3033,50.304166666,8.069444444,Rheinland-Pfalz
Zimmerschied,94,50.352222222,7.7825,Rheinland-Pfalz
Hausbay,229,50.106388888,7.558888888,Rheinland-Pfalz
Weibern,1525,50.399722222,7.15,Rheinland-Pfalz
Lorscheid,539,49.737222222,6.849166666,Rheinland-Pfalz
Ruppertsweiler,1501,49.196944444,7.685,Rheinland-Pfalz
Reinsfeld,2517,49.678611111,6.878611111,Rheinland-Pfalz
Leimbach,44,50.024722222,6.256388888,Rheinland-Pfalz
Dudeldorf,1370,49.973888888,6.636388888,Rheinland-Pfalz
Klotten,1191,50.166666666,7.199722222,Rheinland-Pfalz
Hirz-Maulsbach,304,50.686111111,7.485,Rheinland-Pfalz
Auderath,674,50.186944444,7.0025,Rheinland-Pfalz
Hochborn,413,49.723888888,8.200833333,Rheinland-Pfalz
Bobenheim-Roxheim,10157,49.583888888,8.361111111,Rheinland-Pfalz
Insul,465,50.440277777,6.915277777,Rheinland-Pfalz
Nieder-Wiesen,597,49.730277777,7.978333333,Rheinland-Pfalz
Herold,408,50.278611111,7.933611111,Rheinland-Pfalz
Kordel,2142,49.841111111,6.635277777,Rheinland-Pfalz
Tellig,303,50.025555555,7.253055555,Rheinland-Pfalz
Melsbach,1994,50.490833333,7.478333333,Rheinland-Pfalz
Herrstein,760,49.779444444,7.338611111,Rheinland-Pfalz
Überherrn,11591,49.25,6.7,Rheinland-Pfalz
Ahrweiler-Wehr,1133,50.421944444,7.211111111,Rheinland-Pfalz
Daubach,223,49.846111111,7.634166666,Rheinland-Pfalz
Neuhofen,7173,49.4225,8.428055555,Rheinland-Pfalz
Weyerbusch,1442,50.715833333,7.555555555,Rheinland-Pfalz
Brohl-Lützing,2533,50.485,7.329166666,Rheinland-Pfalz
Niederfischbach,4102,50.855555555,7.877777777,Rheinland-Pfalz
Winterbach,485,49.875555555,7.636388888,Rheinland-Pfalz
Dörrebach,711,49.945277777,7.720555555,Rheinland-Pfalz
Ravengiersburg,335,49.936944444,7.478055555,Rheinland-Pfalz
Alken,697,50.248333333,7.45,Rheinland-Pfalz
Roth,201,50.2675,7.896111111,Rheinland-Pfalz
Klingelbach,772,50.275277777,7.970277777,Rheinland-Pfalz
Spirkelbach,675,49.197222222,7.886111111,Rheinland-Pfalz
Jünkerath,1852,50.341388888,6.585833333,Rheinland-Pfalz
Ippenschied,152,49.868055555,7.6325,Rheinland-Pfalz
Igel,2136,49.71,6.548055555,Rheinland-Pfalz
Adenbach,153,49.670277777,7.647777777,Rheinland-Pfalz
Mannebach,334,49.635,6.509444444,Rheinland-Pfalz
Wincheringen,2580,49.6075,6.423888888,Rheinland-Pfalz
Maxsain,1067,50.545833333,7.788055555,Rheinland-Pfalz
Derschen,967,50.712777777,7.985,Rheinland-Pfalz
Lötzbeuren,472,49.938055555,7.220555555,Rheinland-Pfalz
Waldhof-Falkenstein,19,49.976666666,6.192777777,Rheinland-Pfalz
Uppershausen,59,50.046388888,6.315833333,Rheinland-Pfalz
Irrhausen,223,50.080555555,6.2125,Rheinland-Pfalz
Odenbach,807,49.684722222,7.651388888,Rheinland-Pfalz
Kratzenburg,403,50.187222222,7.554722222,Rheinland-Pfalz
Olsdorf,96,49.955555555,6.383333333,Rheinland-Pfalz
Anhausen,1382,50.501111111,7.553611111,Rheinland-Pfalz
Brockscheid,196,50.134722222,6.846388888,Rheinland-Pfalz
Brodenbach,688,50.225833333,7.446388888,Rheinland-Pfalz
Eckfeld,388,50.109722222,6.844444444,Rheinland-Pfalz
Dienethal,231,50.304444444,7.778055555,Rheinland-Pfalz
Kastel-Staadt,428,49.564722222,6.559722222,Rheinland-Pfalz
Keidelheim,336,49.991111111,7.499444444,Rheinland-Pfalz
Niederhosenbach,294,49.795277777,7.380833333,Rheinland-Pfalz
Leuterod,858,50.495833333,7.818888888,Rheinland-Pfalz
Herzfeld,36,50.133055555,6.209444444,Rheinland-Pfalz
Dasburg,219,50.05,6.133888888,Rheinland-Pfalz
Virneburg,382,50.342222222,7.078888888,Rheinland-Pfalz
Hohen-Sülzen,762,49.619166666,8.225555555,Rheinland-Pfalz
Weilerbach,4893,49.481388888,7.632222222,Rheinland-Pfalz
Burrweiler,763,49.249166666,8.075555555,Rheinland-Pfalz
Hisel,28,49.961944444,6.375,Rheinland-Pfalz
Badem,1376,50.0025,6.607777777,Rheinland-Pfalz
Üttfeld,392,50.136111111,6.253055555,Rheinland-Pfalz
Wirschweiler,285,49.764166666,7.173055555,Rheinland-Pfalz
Hetzerath,2522,49.878333333,6.814166666,Rheinland-Pfalz
Niederfell,970,50.290277777,7.4625,Rheinland-Pfalz
Echternacherbrück,1076,49.813055555,6.428611111,Rheinland-Pfalz
Zilshausen,271,50.113055555,7.383333333,Rheinland-Pfalz
Kleinich,674,49.892777777,7.186111111,Rheinland-Pfalz
Heisdorf,124,50.134444444,6.43,Rheinland-Pfalz
Deesen,755,50.510833333,7.7,Rheinland-Pfalz
Framersheim,1584,49.758055555,8.174166666,Rheinland-Pfalz
Kobern-Gondorf,3185,50.304722222,7.457222222,Rheinland-Pfalz
Brachbach,2296,50.8175,7.931944444,Rheinland-Pfalz
Auel,174,50.171111111,7.766388888,Rheinland-Pfalz
Flonheim,2691,49.785,8.04,Rheinland-Pfalz
Nalbach,9101,49.3833,6.783330555,Rheinland-Pfalz
Lützkampen,346,50.146944444,6.186111111,Rheinland-Pfalz
Heltersberg,2046,49.315,7.715277777,Rheinland-Pfalz
Bollendorf,1770,49.853055555,6.361666666,Rheinland-Pfalz
Langscheid,90,50.380555555,7.109444444,Rheinland-Pfalz
Hettenrodt,634,49.741666666,7.254444444,Rheinland-Pfalz
Kenn,2928,49.801944444,6.7225,Rheinland-Pfalz
Kisselbach,621,50.052222222,7.610555555,Rheinland-Pfalz
Daleiden,935,50.069722222,6.182222222,Rheinland-Pfalz
Hinzenburg,137,49.664444444,6.726111111,Rheinland-Pfalz
Ötzingen,1343,50.502222222,7.832777777,Rheinland-Pfalz
Hinzert-Pölert,298,49.705277777,6.901666666,Rheinland-Pfalz
Wahlbach,178,50.000555555,7.596666666,Rheinland-Pfalz
Horbruch,359,49.891111111,7.241388888,Rheinland-Pfalz
Kempfeld,764,49.791111111,7.259722222,Rheinland-Pfalz
Hirschberg,402,50.378888888,7.924722222,Rheinland-Pfalz
Hangen-Weisheim,424,49.710277777,8.183611111,Rheinland-Pfalz
Hinzweiler,325,49.591388888,7.548333333,Rheinland-Pfalz
Ellenhausen,316,50.516388888,7.725277777,Rheinland-Pfalz
Lirstal,197,50.256944444,7.038333333,Rheinland-Pfalz
Hinterweiler,236,50.236944444,6.756944444,Rheinland-Pfalz
Breitenau,698,50.498055555,7.690555555,Rheinland-Pfalz
Deudesfeld,409,50.103888888,6.731111111,Rheinland-Pfalz
Dedenbach,486,50.484166666,7.176666666,Rheinland-Pfalz
Weitersbach,82,49.873888888,7.3175,Rheinland-Pfalz
Hüttingen bei Lahr,151,49.930555555,6.296666666,Rheinland-Pfalz
Kaperich,163,50.25,7.026388888,Rheinland-Pfalz
Eichelhardt,514,50.718333333,7.700555555,Rheinland-Pfalz
Demerath,285,50.175277777,6.945,Rheinland-Pfalz
Güllesheim,763,50.597777777,7.528055555,Rheinland-Pfalz
Marnheim,1803,49.6325,8.040833333,Rheinland-Pfalz
Becherbach bei Kirn,469,49.741111111,7.500277777,Rheinland-Pfalz
Hattgenstein,243,49.698611111,7.160277777,Rheinland-Pfalz
Benzweiler,208,50.021111111,7.605,Rheinland-Pfalz
Einöllen,405,49.608333333,7.638888888,Rheinland-Pfalz
Bereborn,124,50.281944444,6.973888888,Rheinland-Pfalz
Würrich,164,49.976944444,7.303055555,Rheinland-Pfalz
Ellweiler,340,49.615,7.144444444,Rheinland-Pfalz
Borler,79,50.315555555,6.828333333,Rheinland-Pfalz
Hochstetten-Dhaun,1667,49.800833333,7.505277777,Rheinland-Pfalz
Mackenrodt,357,49.727222222,7.255277777,Rheinland-Pfalz
Riegenroth,248,50.058055555,7.581111111,Rheinland-Pfalz
Darscheid,953,50.214444444,6.891111111,Rheinland-Pfalz
Karlshausen,418,50.023055555,6.225277777,Rheinland-Pfalz
Vollmersweiler,211,49.064722222,8.076944444,Rheinland-Pfalz
Kescheid,129,50.659444444,7.492222222,Rheinland-Pfalz
Emmerzhausen,686,50.720555555,8.025277777,Rheinland-Pfalz
Bleckhausen,282,50.125277777,6.776111111,Rheinland-Pfalz
Ersfeld,70,50.696111111,7.519444444,Rheinland-Pfalz
Dockweiler,692,50.251944444,6.7825,Rheinland-Pfalz
Koxhausen,97,49.995,6.245555555,Rheinland-Pfalz
Hallgarten,793,49.760555555,7.7875,Rheinland-Pfalz
Kradenbach,145,50.257777777,6.854166666,Rheinland-Pfalz
Etzbach,1340,50.778333333,7.686944444,Rheinland-Pfalz
Brücktal,74,50.319166666,6.980277777,Rheinland-Pfalz
Horperath,123,50.246111111,6.956388888,Rheinland-Pfalz
Niederirsen,93,50.748333333,7.595555555,Rheinland-Pfalz
Kraam,165,50.693055555,7.533611111,Rheinland-Pfalz
Dörrmoschel,137,49.618888888,7.752222222,Rheinland-Pfalz
Eckelsheim,376,49.8,7.983333333,Rheinland-Pfalz
Weitersborn,188,49.851388888,7.527222222,Rheinland-Pfalz
Bekond,954,49.849166666,6.800555555,Rheinland-Pfalz
Emmelbaum,83,50.056666666,6.261944444,Rheinland-Pfalz
Winterburg,212,49.862777777,7.650833333,Rheinland-Pfalz
Höchstberg,344,50.243055555,7.006666666,Rheinland-Pfalz
Longen,121,49.804166666,6.789444444,Rheinland-Pfalz
Kausen,774,50.742777777,7.870833333,Rheinland-Pfalz
Heinzenhausen,246,49.6275,7.606111111,Rheinland-Pfalz
Weidenhahn,562,50.547222222,7.838611111,Rheinland-Pfalz
Bürdenbach,662,50.604166666,7.516666666,Rheinland-Pfalz
Mammelzen,1067,50.701666666,7.667777777,Rheinland-Pfalz
Dreis-Brück,807,50.263611111,6.793888888,Rheinland-Pfalz
Lonsheim,601,49.778611111,8.076666666,Rheinland-Pfalz
Neuerkirch,322,50.016666666,7.483055555,Rheinland-Pfalz
Kettenhausen,313,50.709722222,7.628055555,Rheinland-Pfalz
Kasbach-Ohlenberg,1441,50.5875,7.276666666,Rheinland-Pfalz
Dornholzhausen,206,50.271111111,7.789722222,Rheinland-Pfalz
Ebernhahn,1232,50.472777777,7.77,Rheinland-Pfalz
Niederbachheim,272,50.248888888,7.764722222,Rheinland-Pfalz
Etschberg,683,49.513888888,7.423888888,Rheinland-Pfalz
Kesseling,558,50.491944444,7.026111111,Rheinland-Pfalz
Schmalenberg,763,49.32891,7.739201,Rheinland-Pfalz
Winnerath,192,50.429444444,6.8775,Rheinland-Pfalz
Arzfeld,1459,50.088888888,6.275277777,Rheinland-Pfalz
Eppenrod,737,50.404722222,7.929722222,Rheinland-Pfalz
Föhren,3127,49.858055555,6.766944444,Rheinland-Pfalz
Wershofen,893,50.443888888,6.813055555,Rheinland-Pfalz
Leidenborn,195,50.136944444,6.218333333,Rheinland-Pfalz
Wasenbach,318,50.318333333,7.966666666,Rheinland-Pfalz
Waldböckelheim,2165,49.817777777,7.717222222,Rheinland-Pfalz
Preischeid,156,50.036944444,6.153611111,Rheinland-Pfalz
Dörsdorf,431,50.2475,8.010277777,Rheinland-Pfalz
Wahlenau,206,49.906111111,7.250277777,Rheinland-Pfalz
