city,population,lat,lon,bundesland
Pfarrweisach,1490,50.15,10.733333333,Bayern
Q269304,1439,48.8,11.866666666,Bayern
Ahorntal,2185,49.85,11.433333333,Bayern
Hagelstadt,1985,48.895833333,12.216944444,Bayern
Mintraching,4988,48.951944444,12.245833333,Bayern
Schnaitsee,3868,48.066666666,12.366666666,Bayern
Hallbergmoos,12140,48.333333333,11.75,Bayern
Muhr am See,2497,49.155555555,10.716666666,Bayern
Tröstau,2132,50.016666666,11.95,Bayern
Unterföhring,11957,48.191666666,11.652777777,Bayern
Q186132,5721,49.075833333,12.105277777,Bayern
Piding,5464,47.766666666,12.916666666,Bayern
Haselbach,1945,49.0,12.7,Bayern
Mönchsroth,1674,49.019722222,10.359166666,Bayern
Pielenhofen,1657,49.072777777,11.956388888,Bayern
Laufach,5308,50.016666666,9.3,Bayern
Wolfsegg,1560,49.1075,11.9775,Bayern
Gräfelfing,13673,48.118888888,11.428888888,Bayern
Bayerisch Eisenstein,986,49.12,13.2,Bayern
Zell,1865,49.144444444,12.411388888,Bayern
Hettenshausen,2247,48.5,11.5,Bayern
Dormitz,2031,49.6,11.116666666,Bayern
Rohrbach,6213,48.616666666,11.566666666,Bayern
Böbrach,1622,49.066666666,13.033333333,Bayern
Ziertheim,1068,48.65,10.383333333,Bayern
Seehausen am Staffelsee,2521,47.683333333,11.183333333,Bayern
Scheyern,5070,48.5,11.466666666,Bayern
Kleinsendelbach,1468,49.594602777,11.157225,Bayern
Ahorn,4149,50.233333333,10.95,Bayern
Strullendorf,7875,49.833333333,10.966666666,Bayern
Altenmarkt an der Alz,4273,48.0,12.5333,Bayern
Pettendorf,3497,49.059444444,12.005833333,Bayern
Winhöring,4856,48.266666666,12.65,Bayern
Aholfing,1931,48.95,12.466666666,Bayern
Riekofen,819,48.917777777,12.350277777,Bayern
Wiesen,1042,50.116666666,9.366666666,Bayern
Hetzles,1378,49.633333333,11.133333333,Bayern
Schönau,1950,48.483333333,12.85,Bayern
Effeltrich,2546,49.659722222,11.092222222,Bayern
Raisting,2358,47.916666666,11.1,Bayern
Hollenbach,2521,48.483333333,11.066666666,Bayern
Wenzenbach,9061,49.074722222,12.194444444,Bayern
Unterhaching,26079,48.065833333,11.61,Bayern
Kirchdorf,938,48.766666666,11.916666666,Bayern
Wiesenthau,1643,49.716666666,11.133055555,Bayern
Künzing,3200,48.669722222,13.080277777,Bayern
Lachen,1729,47.95,10.233333333,Bayern
Apfeltrach,997,48.016666666,10.5,Bayern
Pfatter,3329,48.965,12.381111111,Bayern
Kirchberg im Wald,4500,48.9,13.183333333,Bayern
Zeilarn,2183,48.3,12.833333333,Bayern
Altfraunhofen,2559,48.448611111,12.167222222,Bayern
Feldkirchen,7689,48.15,11.733333333,Bayern
Mötzing,1328,48.894166666,12.373888888,Bayern
Regnitzlosau,2203,50.283333333,12.05,Bayern
Q256364,3069,47.716666666,11.15,Bayern
Hallerndorf,4258,49.766666666,10.983055555,Bayern
Stadelhofen,1263,50.003056,11.1975,Bayern
Wiesent,2723,49.006944444,12.377777777,Bayern
Bischofsmais,3349,48.916666666,13.083333333,Bayern
Oberpöring,1194,48.70211,12.82543,Bayern
Thalmassing,3604,48.914722222,12.153055555,Bayern
Holzheim am Forst,1111,49.148055555,11.998888888,Bayern
Siegsdorf,8529,47.82343,12.64342,Bayern
Kottgeisering,1609,48.116666666,11.133333333,Bayern
Chieming,5065,47.9,12.533333333,Bayern
Baar,1261,48.593055555,10.962777777,Bayern
Zöschingen,772,48.666666666,10.316666666,Bayern
Sielenbach,1864,48.4,11.166666666,Bayern
Surberg,3379,47.866666666,12.7,Bayern
Icking,3732,47.95,11.433333333,Bayern
Pittenhart,1934,47.983333333,12.383333333,Bayern
Ismaning,18043,48.226388888,11.6725,Bayern
Schechen,5376,47.933333333,12.133333333,Bayern
Buch am Erlbach,4207,48.45,12.05,Bayern
Babensham,3307,48.083333333,12.266666666,Bayern
Aying,5613,47.966666666,11.783333333,Bayern
Lauben,3450,47.783333333,10.3,Bayern
Oberschleißheim,11984,48.25,11.566666666,Bayern
Burgkirchen an der Alz,11008,48.166666666,12.716666666,Bayern
Petersdorf,1731,48.5,11.016666666,Bayern
Schneizlreuth,1394,47.683333333,12.8,Bayern
Obersöchering,1570,47.733333333,11.216666666,Bayern
Bischofsgrün,1969,50.0525,11.796111111,Bayern
Oberding,6792,48.316666666,11.85,Bayern
Obing,4560,48.0,12.416666666,Bayern
Staudach-Egerndach,1197,47.783333333,12.483333333,Bayern
Landsberied,1621,48.166666666,11.166666666,Bayern
Mammendorf,5047,48.2,11.15,Bayern
Inzell,4986,47.766666666,12.75,Bayern
Altenstadt an der Waldnaab,4709,49.716666666,12.166666666,Bayern
Reit im Winkl,2338,47.678055555,12.47,Bayern
Brunnthal,5650,48.016666666,11.683333333,Bayern
Mauern,3164,48.516666666,11.9,Bayern
Planegg,11088,48.104722222,11.430555555,Bayern
Bergtheim,3890,49.9,10.066666666,Bayern
Grainau,3621,47.476111111,11.024722222,Bayern
Ernsgaden,1865,48.733333333,11.583333333,Bayern
Adelshofen,1844,48.183333333,11.116666666,Bayern
Pfaffing,4265,48.05,12.116666666,Bayern
Teugn,1744,48.9,12.016666666,Bayern
Seeon-Seebruck,4594,47.966666666,12.466666666,Bayern
Nußdorf,2458,47.9,12.6,Bayern
Bayerbach bei Ergoldsbach,2048,48.7,12.3,Bayern
Adlkofen,4507,48.55,12.266666666,Bayern
Grabenstätt,4478,47.843888888,12.5425,Bayern
Erharting,951,48.283333333,12.583333333,Bayern
Taching am See,2177,47.95942,12.72933,Bayern
Aham,1947,48.533333333,12.466666666,Bayern
Maisach,14256,48.216666666,11.266666666,Bayern
Ramsau bei Berchtesgaden,1748,47.607222222,12.895,Bayern
Ederheim,1109,48.808888888,10.465555555,Bayern
Tagmersheim,1117,48.816666666,10.966666666,Bayern
Martinsheim,998,49.616666666,10.15,Bayern
Witzmannsberg,1561,48.716666666,13.416666666,Bayern
Ramsthal,1089,50.133333333,10.066666666,Bayern
Bischbrunn,1834,49.870277777,9.489166666,Bayern
Forheim,536,48.766666666,10.45,Bayern
Stiefenhofen,1912,47.6,10.0,Bayern
Sonnen,1400,48.684722222,13.723611111,Bayern
Ehekirchen,3878,48.633333333,11.1,Bayern
Fuchsstadt,1917,50.1,9.933333333,Bayern
Heinrichsthal,824,50.066666666,9.35,Bayern
Malching,1246,48.312777777,13.188333333,Bayern
Fremdingen,2114,48.966666666,10.466666666,Bayern
Bechtsrieth,1081,49.646666666,12.213055555,Bayern
Erlabrunn,1825,49.859166666,9.843333333,Bayern
Breitbrunn,1018,50.016666666,10.7,Bayern
Himmelkron,3445,50.066666666,11.583333333,Bayern
Oberleichtersbach,2088,50.274722222,9.805,Bayern
Buchhofen,959,48.7,12.916666666,Bayern
Ohrenbach,585,49.47007,10.21009,Bayern
Schnelldorf,3670,49.19899,10.17832,Bayern
Rottach-Egern,5778,47.689722222,11.770555555,Bayern
Pösing,1006,49.23,12.548888888,Bayern
Rögling,653,48.85,10.95,Bayern
Störnstein,1550,49.733333333,12.216666666,Bayern
Trebgast,1561,50.066666666,11.55,Bayern
Rügland,1294,49.4,10.591666666,Bayern
Wörnitz,1915,49.25,10.25,Bayern
Rauhenebrach,2837,49.888833333,10.552708333,Bayern
Wildenberg,1439,48.733333333,11.916666666,Bayern
Untersteinach,1789,50.131111111,11.5275,Bayern
Riedbach,1744,50.1,10.433333333,Bayern
Eußenheim,3098,49.983333333,9.816666666,Bayern
Esselbach,2125,49.85528,9.52583,Bayern
Schneckenlohe,1001,50.210555555,11.193888888,Bayern
Ehingen,1940,49.083055555,10.533055555,Bayern
Pemfling,2274,49.266666666,12.616666666,Bayern
Traitsching,4323,49.15,12.65,Bayern
Rannungen,1156,50.166666666,10.205277777,Bayern
Nordheim am Main,1026,49.859166666,10.185555555,Bayern
Windelsbach,1060,49.398333333,10.299444444,Bayern
Geroldsgrün,2650,50.336111111,11.596666666,Bayern
Motten,1706,50.4,9.766666666,Bayern
Eppenschlag,953,48.883333333,13.3,Bayern
Issigau,973,50.366666666,11.716666666,Bayern
Büchlberg,4343,48.668055555,13.510833333,Bayern
Thurmansbang,2576,48.766666666,13.316666666,Bayern
Hochstadt am Main,1625,50.150088888,11.171161111,Bayern
Trautskirchen,1355,49.45,10.583333333,Bayern
Bad Wiessee,5134,47.716666666,11.716666666,Bayern
Otting,827,48.883333333,10.8,Bayern
Burgoberbach,3807,49.237777777,10.592222222,Bayern
Gattendorf,1070,50.321219444,11.997163888,Bayern
Auhausen,1032,48.997278,10.6025,Bayern
Aystetten,3053,48.404722222,10.774166666,Bayern
Aurach,3166,49.245833333,10.414722222,Bayern
Buch am Wald,1034,49.3302,10.334838888,Bayern
Tapfheim,4070,48.672222222,10.683333333,Bayern
Eichenbühl,2535,49.7,9.333333333,Bayern
Buchdorf,2057,48.783333333,10.816666666,Bayern
Nüdlingen,3996,50.216666666,10.133333333,Bayern
Neuendettelsau,8282,49.28524,10.78857,Bayern
Unterdießen,1488,47.983333333,10.833333333,Bayern
Diebach,1189,49.308888888,10.186666666,Bayern
Dorfprozelten,1721,49.783333333,9.383333333,Bayern
Elchingen,9893,48.451666666,10.097777777,Bayern
Ellgau,1185,48.6,10.866666666,Bayern
Reimlingen,1366,48.816666666,10.516666666,Bayern
Trogen,1396,50.364388888,11.95325,Bayern
Irchenrieth,1648,49.623055555,12.227222222,Bayern
Bubenreuth,4637,49.627777777,11.017222222,Bayern
Aschheim,9149,48.173333333,11.717777777,Bayern
Ihrlerstein,4337,48.933333333,11.866666666,Bayern
Innernzell,1562,48.85,13.266666666,Bayern
Speichersdorf,5907,49.876388888,11.783888888,Bayern
Rohrenfels,1651,48.683333333,11.166666666,Bayern
Kirchendemenreuth,890,49.766666666,12.083333333,Bayern
Attenhofen,1400,48.65,11.85,Bayern
Obergriesbach,2071,48.416666666,11.066666666,Bayern
Oberammergau,5335,47.596666666,11.064444444,Bayern
Deisenhausen,1464,48.25,10.333333333,Bayern
Schöfweg,1320,48.833333333,13.233333333,Bayern
Plankenfels,891,49.883333333,11.333333333,Bayern
Marktoffingen,1288,48.933333333,10.483333333,Bayern
Ehingen am Ries,766,48.966666666,10.55,Bayern
Prebitz,956,49.834166666,11.685,Bayern
Wolferstadt,1111,48.916666666,10.783333333,Bayern
Schaufling,1547,48.85,13.066666666,Bayern
Schönau am Königssee,5706,47.59,12.99,Bayern
Mitteleschenbach,1677,49.216666666,10.766666666,Bayern
Insingen,1196,49.302777777,10.164444444,Bayern
Weißdorf,1216,50.184722222,11.85,Bayern
Hohenaltheim,608,48.783333333,10.533333333,Bayern
Oberndorf am Lech,2689,48.666666666,10.866666666,Bayern
Theisseil,1221,49.690277777,12.226944444,Bayern
Saldenburg,2004,48.783333333,13.35,Bayern
Jandelsbrunn,3370,48.733333333,13.7,Bayern
Ringelai,1928,48.813611111,13.470833333,Bayern
Balzhausen,1244,48.233333333,10.5,Bayern
Kammeltal,3327,48.383333333,10.366666666,Bayern
Buchbrunn,1143,49.766666666,10.133333333,Bayern
Grafrath,4052,48.116666666,11.166666666,Bayern
Pirk,1933,49.633333333,12.166666666,Bayern
Hainsfarth,1464,48.966666666,10.616666666,Bayern
Farchant,3586,47.533333333,11.116666666,Bayern
Q503778,5394,49.216666666,11.516666666,Bayern
Benediktbeuern,3736,47.706666666,11.411666666,Bayern
Neudrossenfeld,3746,50.016666666,11.5,Bayern
Steindorf,987,48.216666666,11.0,Bayern
Daiting,809,48.8,10.9,Bayern
Bachhagel,2296,48.633333333,10.316666666,Bayern
Baierbrunn,3426,48.016666666,11.483333333,Bayern
Mauth,2184,48.889722222,13.584722222,Bayern
Konzell,1869,49.066666666,12.716666666,Bayern
Eberfing,1508,47.8,11.2,Bayern
Bad Kohlgrub,2842,47.666666666,11.05,Bayern
Mittelneufnach,1078,48.183333333,10.6,Bayern
Patersdorf,1728,49.016666666,12.983333333,Bayern
Döhlau,3802,50.2803,11.947211111,Bayern
Atting,1704,48.9,12.483333333,Bayern
Frauenau,2706,48.983333333,13.3,Bayern
Weigendorf,1272,49.5,11.566666666,Bayern
Furth,3647,48.6,12.016666666,Bayern
Langdorf,1863,49.016666666,13.15,Bayern
Seukendorf,3178,49.488888888,10.875,Bayern
Weil,4018,48.116666666,10.916666666,Bayern
Amerang,3761,47.991666666,12.309444444,Bayern
Raubling,11594,47.788055555,12.104722222,Bayern
Wiedergeltingen,1526,48.039722222,10.672222222,Bayern
Kirchdorf im Wald,2077,48.916666666,13.266666666,Bayern
Schweitenkirchen,5689,48.5,11.616666666,Bayern
Nußdorf am Inn,2671,47.733333333,12.15,Bayern
Brunn,1553,49.095277777,11.897222222,Bayern
Lindberg,2308,49.033333333,13.25,Bayern
Aidhausen,1679,50.155,10.435833333,Bayern
Weißenohe,1216,49.630833333,11.255277777,Bayern
Saal an der Donau,5755,48.9,11.933305555,Bayern
Kirchenpingarten,1283,49.921666666,11.786666666,Bayern
Altenthann,1514,49.092777777,12.303611111,Bayern
Geiersthal,2230,49.05,12.983333333,Bayern
Althegnenberg,2111,48.233333333,11.066666666,Bayern
Aichen,1206,48.226666666,10.542222222,Bayern
Waldbüttelbrunn,5065,49.7875,9.841944444,Bayern
Altenbuch,1261,49.833333333,9.416666666,Bayern
Rinchnach,3094,48.95,13.2,Bayern
Möttingen,2782,48.816666666,10.583333333,Bayern
Altenkunstadt,5602,50.116666666,11.25,Bayern
Pfakofen,1688,48.856944444,12.224722222,Bayern
Kreuth,3517,47.65,11.75,Bayern
Oberaurach,4046,49.916666666,10.616666666,Bayern
Emersacker,1506,48.488888888,10.673055555,Bayern
Röthenbach im Allgäu,2021,47.6226,9.9732,Bayern
Wehringen,3055,48.25,10.8,Bayern
Kirchlauter,1327,50.044166666,10.717777777,Bayern
Gebenbach,862,49.538888888,11.875555555,Bayern
Ilmmünster,2198,48.483333333,11.5,Bayern
Reichertshausen,5200,48.466666666,11.516666666,Bayern
Poxdorf,1537,49.666666666,11.066666666,Bayern
Altenmünster,4600,48.466666666,10.6,Bayern
Huisheim,1667,48.824444444,10.704722222,Bayern
Brennberg,2122,49.076111111,12.391666666,Bayern
Nagel,1720,49.983333333,11.916666666,Bayern
Ammerthal,2065,49.44123,11.76181,Bayern
Drachselsried,2440,49.1,13.016666666,Bayern
Langensendelbach,3070,49.639722222,11.07,Bayern
Bernhardswald,5530,49.090555555,12.244444444,Bayern
Untermeitingen,7568,48.166666666,10.8,Bayern
Kirchensittenbach,2068,49.549722222,11.416666666,Bayern
Gädheim,1319,50.024166666,10.343333333,Bayern
Barbing,5884,49.003333333,12.199166666,Bayern
Ampfing,7136,48.255,12.418055555,Bayern
Konradsreuth,3179,50.266666666,11.833333333,Bayern
Weßling,5562,48.078055555,11.2525,Bayern
Bach an der Donau,1809,49.020833333,12.303888888,Bayern
Kollnburg,2775,49.05,12.866666666,Bayern
Gotteszell,1188,48.966666666,12.966666666,Bayern
Kunreuth,1424,49.6823,11.14327,Bayern
Altusried,10430,47.8,10.216666666,Bayern
Straßlach-Dingharting,3321,48.0,11.516666666,Bayern
Kürnach,4916,49.84592,10.0405,Bayern
Königsdorf,3178,47.816666666,11.483333333,Bayern
Mönchsdeggingen,1437,48.783333333,10.583333333,Bayern
Töpen,1008,50.390277777,11.871944444,Bayern
Weilersbach,2039,49.75,11.116666666,Bayern
Mehlmeisel,1323,49.976111111,11.855,Bayern
Finsing,4769,48.216666666,11.833333333,Bayern
Röfingen,1231,48.424166666,10.441388888,Bayern
Wiesenbach,1020,48.298333333,10.307222222,Bayern
Weigenheim,1005,49.566666666,10.266666666,Bayern
Röhrmoos,6721,48.333333333,11.483333333,Bayern
Haimhausen,5928,48.316666666,11.566666666,Bayern
Gerhardshofen,2526,49.616666666,10.683333333,Bayern
Inning am Holz,1570,48.347222222,12.076388888,Bayern
Grafling,2790,48.894444444,12.975,Bayern
Treffelstein,987,49.4223,12.6158,Bayern
Stockheim,4815,50.304722222,11.283611111,Bayern
Hitzhofen,3053,48.85,11.316666666,Bayern
Ottenhofen,1949,48.216666666,11.883333333,Bayern
Ergersheim,1081,49.511111111,10.326944444,Bayern
Grafenwiesen,1552,49.201738888,12.880313888,Bayern
Willmering,2081,49.25,12.666666666,Bayern
Moosthenning,5144,48.683333333,12.5,Bayern
Haag,956,49.869722222,11.5625,Bayern
Gerolfingen,938,49.052777777,10.511111111,Bayern
Pastetten,2834,48.2,11.95,Bayern
Forstern,3735,48.183333333,11.983333333,Bayern
Stötten am Auerberg,1996,47.733333333,10.683333333,Bayern
Ruderatshofen,1755,47.816666666,10.583333333,Bayern
Marklkofen,3972,48.55,12.566666666,Bayern
Wettstetten,5089,48.833333333,11.416666666,Bayern
Illschwang,2083,49.45,11.683333333,Bayern
Wurmsham,1414,48.35,12.333333333,Bayern
Bächingen an der Brenz,1388,48.54627,10.31281,Bayern
Neuching,2780,48.233333333,11.85,Bayern
Postau,1701,48.65,12.333333333,Bayern
Schwabhausen,6546,48.303055555,11.355555555,Bayern
Harsdorf,955,50.029444444,11.566388888,Bayern
Binswangen,1413,48.566666666,10.65,Bayern
Hohenpolding,1651,48.384444444,12.131944444,Bayern
Ködnitz,1503,50.1,11.516666666,Bayern
Böhmfeld,1713,48.866666666,11.366666666,Bayern
Tuchenbach,1391,49.52815,10.862,Bayern
Mamming,3447,48.65,12.6,Bayern
Niederviehbach,2684,48.616666666,12.383333333,Bayern
Neufraunhofen,1115,48.391666666,12.213333333,Bayern
Sonderhofen,879,49.6,10.0,Bayern
Waltenhausen,758,48.19,10.36472,Bayern
Stöttwang,1936,47.883333333,10.716666666,Bayern
Gesees,1273,49.899444444,11.537777777,Bayern
Forstinning,3895,48.166666666,11.916666666,Bayern
Rettenbach am Auerberg,903,47.7738,10.7491,Bayern
Genderkingen,1269,48.707777777,10.878888888,Bayern
Finning,1986,48.016666666,11.0,Bayern
Landensberg,691,48.433333333,10.533333333,Bayern
Vilgertshofen,2769,47.95,10.916666666,Bayern
Wechingen,1453,48.9,10.616666666,Bayern
Geltendorf,6005,48.122222222,11.027777777,Bayern
Odelzhausen,5723,48.316666666,11.183333333,Bayern
Seeg,3103,47.65,10.6,Bayern
Guttenberg,467,50.155,11.564722222,Bayern
Rückholz,996,47.666666666,10.55,Bayern
Fellen,855,50.15,9.583333333,Bayern
Riedenberg,953,50.316666666,9.85,Bayern
Moosinning,6265,48.283333333,11.85,Bayern
Biebelried,1216,49.766666666,10.083333333,Bayern
Röllbach,1698,49.773055555,9.245833333,Bayern
Schollbrunn,881,49.833333333,9.466666666,Bayern
Sindelsdorf,1243,47.723333333,11.3325,Bayern
Oberpframmern,2503,48.016666666,11.816666666,Bayern
Steinhöring,4078,48.083333333,12.033333333,Bayern
Hohenthann,4344,48.666666666,12.1,Bayern
Winterbach,768,48.466666666,10.483333333,Bayern
Aßling,4631,47.99297,12.00643,Bayern
Fünfstetten,1361,48.8325,10.764444444,Bayern
Berglern,3068,48.383333333,11.933333333,Bayern
Egmating,2391,48.0,11.8,Bayern
Niederaichbach,4274,48.6,12.316666666,Bayern
Ettal,769,47.566666666,11.1,Bayern
Westerngrund,1990,50.125877777,9.240605555,Bayern
Wartmannsroth,2149,50.166666666,9.783333333,Bayern
Hausen bei Würzburg,2535,49.933333333,10.016666666,Bayern
Prosselsheim,1177,49.866666666,10.133333333,Bayern
Krün,1944,47.5,11.283333333,Bayern
Egweil,1222,48.783055555,11.233055555,Bayern
Weihenzell,3025,49.35,10.616666666,Bayern
Kleinkahl,1883,50.106402777,9.275527777,Bayern
Kiefersfelden,6841,47.616666666,12.183333333,Bayern
Hettstadt,3599,49.8,9.816666666,Bayern
Weiherhammer,3869,49.633333333,12.066666666,Bayern
Hafenlohr,1769,49.866666666,9.6,Bayern
Estenfeld,5458,49.828055555,10.0075,Bayern
Denklingen,2934,47.916666666,10.85,Bayern
Lohberg,1875,49.183333333,13.1,Bayern
Birkenfeld,2207,49.866666666,9.7,Bayern
Lalling,1652,48.85,13.133333333,Bayern
Gössenheim,1089,50.019166666,9.782777777,Bayern
Mindelstetten,1837,48.85,11.65,Bayern
Retzstadt,1633,49.916666666,9.883333333,Bayern
Schwarzenbruck,8572,49.35,11.233333333,Bayern
Riedenheim,715,49.55,9.983333333,Bayern
Grattersdorf,1350,48.8,13.15,Bayern
Hepberg,3047,48.823055555,11.462222222,Bayern
Ursberg,3414,48.266666666,10.45,Bayern
Hebertshausen,5928,48.290833333,11.469166666,Bayern
Schwindegg,3659,48.266666666,12.25,Bayern
Himmelstadt,1560,49.916666666,9.8,Bayern
Blaibach,1943,49.166666666,12.816666666,Bayern
Neuhütten,1128,50.0,9.416666666,Bayern
Faulbach,2575,49.783333333,9.45,Bayern
Offenberg,3392,48.866666666,12.866666666,Bayern
Reichenschwand,2411,49.515,11.371944444,Bayern
Königsmoos,5054,48.666666666,11.216666666,Bayern
Rechtenbach,1024,49.984722222,9.511111111,Bayern
Urspringen,1420,49.9,9.666666666,Bayern
Schwarzenbach,1162,49.733333333,12.0,Bayern
Theilheim,2452,49.75,10.033333333,Bayern
Mittelsinn,850,50.2,9.616666666,Bayern
Bundorf,915,50.216666666,10.516666666,Bayern
Ried,3218,48.3,11.05,Bayern
Fürstenstein,3590,48.719444444,13.330833333,Bayern
Bichl,2360,47.720555555,11.411944444,Bayern
Westendorf,1733,48.566666666,10.833333333,Bayern
Kleinrinderfeld,2073,49.7,9.85,Bayern
Neustadt am Main,1254,49.930833333,9.5675,Bayern
Krombach,2121,50.083333333,9.216666666,Bayern
Syrgenstein,3931,48.65,10.3,Bayern
Oberpleichfeld,1135,49.883333333,10.083333333,Bayern
Pommelsbrunn,5483,49.5,11.516666666,Bayern
Burgthann,11860,49.35626,11.31763,Bayern
Güntersleben,4567,49.866666666,9.9,Bayern
Wieseth,1324,49.166666666,10.466666666,Bayern
Dietramszell,5737,47.85,11.6,Bayern
Bayrischzell,1691,47.666666666,12.016666666,Bayern
Schlammersdorf,851,49.801666666,11.734444444,Bayern
Collenberg,2483,49.771111111,9.329722222,Bayern
Sulzfeld am Main,1242,49.7,10.116666666,Bayern
Berg bei Neumarkt in der Oberpfalz,8182,49.316666666,11.433333333,Bayern
Ottobrunn,22510,48.066666666,11.666666666,Bayern
Knetzgau,6680,49.983333333,10.55,Bayern
Ebelsbach,3715,49.983333333,10.683333333,Bayern
Hagenbüchach,1636,49.537777777,10.772777777,Bayern
Finningen,1849,48.65,10.5,Bayern
Johannesberg,3994,50.033333333,9.133333333,Bayern
Schäftlarn,5975,47.985,11.456666666,Bayern
Buttenwiesen,6164,48.6,10.716666666,Bayern
Hörgertshausen,2001,48.55,11.866666666,Bayern
Steinbach am Wald,3041,50.433305555,11.366694444,Bayern
Uettingen,1933,49.8,9.733333333,Bayern
Oberdachstetten,1660,49.415277777,10.423055555,Bayern
Günzach,1414,47.816666666,10.45,Bayern
Mertingen,4078,48.65,10.783333333,Bayern
Eresing,2043,48.087222222,11.024444444,Bayern
Aufseß,1250,49.883611111,11.228333333,Bayern
Langfurth,2016,49.1,10.433333333,Bayern
Sauerlach,8210,47.966666666,11.65,Bayern
Marzling,3311,48.4,11.8,Bayern
Gebsattel,1764,49.35,10.183333333,Bayern
Neureichenau,4462,48.75,13.75,Bayern
Neuburg am Inn,4445,48.506111111,13.448333333,Bayern
Volkenschwand,1802,48.6,11.883333333,Bayern
Kranzberg,4263,48.4,11.616666666,Bayern
Gachenbach,2592,48.5,11.233333333,Bayern
Asbach-Bäumenheim,4812,48.683333333,10.816666666,Bayern
Fahrenzhausen,5138,48.35,11.55,Bayern
Glattbach,3420,50.005555555,9.147222222,Bayern
Bad Füssing,8230,48.350833333,13.313611111,Bayern
Gremsdorf,1677,49.696388888,10.834444444,Bayern
Tettenweis,1836,48.433333333,13.266666666,Bayern
Blankenbach,1528,50.066666666,9.233333333,Bayern
Poing,16666,48.166666666,11.816666666,Bayern
Geslau,1339,49.366666666,10.314722222,Bayern
Lenting,4976,48.799722222,11.466666666,Bayern
Westheim,1152,49.0,10.666666666,Bayern
Kutzenhausen,2627,48.333333333,10.7,Bayern
Stettfeld,1096,49.96666667,10.71666667,Bayern
Ottensoos,2000,49.516666666,11.349722222,Bayern
Oberaudorf,5359,47.6475,12.171944444,Bayern
Laugna,1588,48.533333333,10.7,Bayern
Theilenhofen,1172,49.083333333,10.85,Bayern
Pfofeld,1626,49.116666666,10.833333333,Bayern
Waffenbrunn,2060,49.266666666,12.666666666,Bayern
Vilsheim,2843,48.45,12.116666666,Bayern
Oberhausen,3309,48.716666666,11.1,Bayern
Engelthal,1112,49.471902777,11.398452777,Bayern
Reckendorf,1990,50.019644444,10.826952777,Bayern
Vierkirchen,4719,48.365946335,11.460173469,Bayern
Balderschwang,383,47.466666666,10.1,Bayern
Moosach,1510,48.033333333,11.883333333,Bayern
Hohenlinden,3390,48.156944444,11.997777777,Bayern
Hilgertshausen-Tandern,3414,48.416666666,11.316666666,Bayern
Frauenneuharting,1577,48.033333333,12.05,Bayern
Gleißenberg,860,49.316666666,12.733333333,Bayern
Rothenbuch,1744,49.966666666,9.4,Bayern
Walderbach,2397,49.183333333,12.383333333,Bayern
Langerringen,4166,48.15,10.766666666,Bayern
Glött,1133,48.5,10.483333333,Bayern
Winkelhaid,4242,49.383333333,11.3,Bayern
Ensdorf,2076,49.35,11.933333333,Bayern
Stammham,4246,48.85,11.466666666,Bayern
Brunnen,1790,48.633333333,11.3,Bayern
Graben,4038,48.2,10.816666666,Bayern
Meinheim,857,49.033333333,10.816666666,Bayern
Attenkirchen,2774,48.5,11.766666666,Bayern
Burgsalach,1173,49.033333333,11.1,Bayern
Sulzemoos,3030,48.290213888,11.264491666,Bayern
Veitsbronn,6667,49.510833333,10.889444444,Bayern
Oberroth,1013,48.166666666,10.183333333,Bayern
Henfenfeld,1771,49.5,11.383055555,Bayern
Oy-Mittelberg,4620,47.633333333,10.433333333,Bayern
Haundorf,2883,49.183333333,10.766666666,Bayern
Neunkirchen am Sand,4782,49.516666666,11.316666666,Bayern
Wörthsee,5143,48.083333333,11.2,Bayern
Buch am Buchrain,1652,48.216666666,12.0,Bayern
Kirchberg,1164,48.4,12.05,Bayern
Weibersbrunn,1942,49.933333333,9.366666666,Bayern
Höttingen,1120,49.0622,11.0033,Bayern
Pettstadt,2214,49.83,10.929166666,Bayern
Iggensbach,2235,48.733333333,13.133333333,Bayern
Oerlenbach,5064,50.149722222,10.133055555,Bayern
Aiterhofen,3532,48.85,12.616666666,Bayern
Engelsberg,2602,48.116666666,12.55,Bayern
Waltenhofen,9975,47.666666666,10.3,Bayern
Wiesenbronn,1128,49.75,10.3,Bayern
Ainring,10002,47.8156196,12.9429053,Bayern
Inning am Ammersee,4834,48.076361111,11.152319444,Bayern
Leinach,3221,49.866666666,9.8,Bayern
Q338094,1809,48.933333333,10.716666666,Bayern
Theres,2772,50.019166666,10.447222222,Bayern
Alteglofsheim,3360,48.92,12.203611111,Bayern
Kleinaitingen,1369,48.216666666,10.833333333,Bayern
Bessenbach,5609,49.966666666,9.266666666,Bayern
Falkenfels,1058,49.005151,12.595912,Bayern
Amerdingen,880,48.733333333,10.483333333,Bayern
Außernzell,1544,48.716666666,13.2,Bayern
Hohenwarth,1934,49.2,12.933333333,Bayern
Otterfing,4806,47.916666666,11.683333333,Bayern
Üchtelhausen,3855,50.083333333,10.266666666,Bayern
Wonneberg,1612,47.916666666,12.716666666,Bayern
Oberhaid,4720,49.932222222,10.815555555,Bayern
Adelsdorf,9382,49.7112,10.8935,Bayern
Gessertshausen,4496,48.333333333,10.733333333,Bayern
Sailauf,3565,50.016666666,9.25,Bayern
Kröning,2053,48.533333333,12.366666666,Bayern
Adelschlag,3087,48.833333333,11.216666666,Bayern
